"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자"
"3070000","PHMA220023070034021200001","20020104","","03","폐업","03","폐업","20190117","","","","02-912-9004","","136140","서울특별시 성북구 장위동 33번지 7호","서울특별시 성북구 한천로 641 (장위동)","02774","의료법인조광의료재단  주사랑병원","20190117144037","U","2019-01-19 02:40:00.0","병원","205024.681442227    ","457016.424027263    ","병원","1","10","30","497.25","101 105 104 111 120 116 114 115 118","병리과 비뇨의학과 피부과 영상의학과 재활의학과 소아청소년과 외과 정형외과 내과","","","","0","0","","","0",""
"3070000","PHMA220073070034021200001","20070607","","03","폐업","03","폐업","20081231","","","","02-959-0181","","136817","서울시 성북구 석관1동 168-23(지상134층)","","","신라한방병원","20090415093724","I","2018-08-31 23:59:59.0","한방병원","","","한방병원","1","0","40","1203","101","내과","","","","0","0","","","0",""
"3070000","PHMA220073070034021200002","20070622","","03","폐업","03","폐업","20161216","20160107","20170131","","02-912-1547","","136872","서울특별시 성북구 하월곡동 84번지 126호","서울특별시 성북구 오패산로3길 147 (하월곡동)","02736","서울연세요양병원","20161216173305","I","2018-08-31 23:59:59.0","요양병원(일반요양병원)","202819.692817635    ","456338.07329225     ","요양병원(일반요양병원)","8","16","92","694.6","101 104 105 106 102 103 108 122","가정의학과 성형외과 정신건강의학과 신경과 신경외과 정형외과 외과 내과","","","","0","0","","","0",""
"3070000","PHMA220083070034021200001","20081231","","03","폐업","03","폐업","20130530","","","","959-0182","","136817","서울특별시 성북구 석관동 23번지","","","신라한방병원","20131119094623","I","2018-08-31 23:59:59.0","한방병원","206151.036941419    ","456488.813984717    ","한방병원","4","14","41","1203","301 304 307 308 305 302 303 306","한방재활의학과 한방소아과 한방부인과 한방신경정신과 침구과 사상체질과 한방안?이비인후?피부과 한방내과","","","","0","0","","","0",""
"3070000","PHMA220113070034021200003","20111006","","03","폐업","03","폐업","20141022","","","","3672-2233","","136084","서울특별시 성북구 보문동4가 18번지","서울특별시 성북구 보문로 86 (보문동4가)","136084","심청요양병원","20141022103036","I","2018-08-31 23:59:59.0","요양병원(일반요양병원)","201783.484132538    ","453412.395182677    ","요양병원(일반요양병원)","24","30","168","1239.7","101 104 122 113 114 102 120 111 106","신경외과 소아청소년과 재활의학과 신경과 피부과 이비인후과 가정의학과 외과 내과","","","","0","0","","","0",""
"3070000","PHMA220123070034021200001","20120223","","03","폐업","03","폐업","20150129","","","","1566-9698","","136841","서울특별시 성북구 정릉1동 16번지 512호","서울특별시 성북구 동소문로 215 (정릉동)","136841","연세요양병원","20150129170339","I","2018-08-31 23:59:59.0","요양병원(일반요양병원)","201828.206641704    ","455454.105258935    ","요양병원(일반요양병원)","14","30","175","4561.6","120 109 101 122 114 115 105 104 106 102","신경과 신경외과 외과 정형외과 비뇨의학과 피부과 가정의학과 내과 마취통증의학과 재활의학과","","","","0","0","","","0",""
"3070000","PHMA220033070034021200001","20030602","","01","영업/정상","13","영업중","","","","","02-941-4974","","","","서울특별시 성북구 종암로 72 (종암동)","02800","로덴치과병원","20200201135534","U","2020-02-04 02:40:00.0","치과병원","","","치과병원","1","0","0","224.88","402 403 404 405 406 407 408 409 410 411","예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과","","","","0","0","","","0",""
"3180000","PHMA220013180034021200005","20010801","","03","폐업","03","폐업","","","","","02-2635-2809","","","서울특별시 영등포구 당산동3가   386-3","","","영등포병원","20081218184441","I","2018-08-31 23:59:59.0","병원","","","병원","0","0","0","0","101","내과","","","","0","0","","","0",""
"3090000","PHMA220103090033021200002","20100721","","01","영업/정상","13","영업중","","","","","029009942","","132896","서울특별시 도봉구 쌍문2동 707번지 7호","서울특별시 도봉구 도봉로 639 (쌍문동)","01391","정병원","20210107203750","U","2020-12-01 00:09:00.0","병원","203610.16548874","462124.875041987","","","","","","","","","","","","","","","",""
"3220000","PHMA220133220033021200007","20131031","","03","폐업","03","폐업","20210208","","","","025400109","","","서울특별시 강남구 도곡동 909번지 3호 한독빌딩 2층","서울특별시 강남구 남부순환로 2645 2층 (도곡동 한독빌딩)","06271","요나한방병원","20210524151331","U","2020-12-04 22:06:00.0","한방병원","203390.902472016","442601.789760193","","","","","","","","","","","","","","","",""
"3230000","PHMA220203230034021200002","20200831","","01","영업/정상","13","영업중","","","","","02-449-7588","","","서울특별시 송파구 문정동 640-8 KDG70","서울특별시 송파구 정의로8길 4 KDG70타워 234층 (문정동)","05836","새숨병원","20201107105347","U","2019-10-31 23:00:00.0","병원","","","","","","","","","","","","","","","","","",""
"3060000","PHMA220083060034021200023","20080901","","01","영업/정상","13","영업중","","","","","02-2209-6677","","","","서울특별시 중랑구 망우로 476 (망우동)","02178","서울라본병원","20210802093249","U","2020-12-08 00:04:00.0","병원","209210.830664866","455338.56819019","","","","","","","","","","","","","","","",""
"3080000","PHMA219813080033021200001","19810209","","03","폐업","03","폐업","20141202","20141023","20151023","","02-981-5161","","142805","서울특별시 강북구 미아동 62번지 28호","서울특별시 강북구 도봉로 67 (미아동)","142805","새한병원","20200204153817","U","2020-02-06 02:40:00.0","병원","202542.224535878    ","456978.178605453    ","병원","22","41","99","2517","101 104 105 106 122 108 109 116","영상의학과 마취통증의학과 성형외과 가정의학과 신경외과 정형외과 외과 내과","","","","0","0","","","0",""
"3060000","PHMA220073060034021200040","20071205","","01","영업/정상","13","영업중","","","","","02-436-1900","","","","서울특별시 중랑구 망우로 373 (상봉동 서울선병원)","02086","서울선병원","20210623174142","U","2020-12-05 22:05:00.0","병원","208199.991565216","455149.744971697","","","","","","","","","","","","","","","",""
"3070000","PHMA220183070034021200002","20180223","","01","영업/정상","13","영업중","","","","","02-912-0100","","","","서울특별시 성북구 동소문로46길 10 (하월곡동)","02733","성북우리아이들병원","20210824112406","U","2020-12-07 22:06:00.0","병원","","","","","","","","","","","","","","","","","",""
"3070000","PHMA219853070034021200001","19851202","","02","휴업","02","휴업","","20210701","20210930","","02-940-1500","","136873","서울특별시 성북구 하월곡동 88번지 526호","서울특별시 성북구 종암로 191 (하월곡동)","02733","사회복지법인 성가소비녀회 성가복지병원","20210702085949","U","2020-12-07 00:04:00.0","병원","202645.583739356","456061.113850349","","","","","","","","","","","","","","","",""
"3170000","PHMA219853170035021200002","19851105","","01","영업/정상","13","영업중","","","","","02-857-2001","","153868","서울특별시 금천구 독산3동 960번지","서울특별시 금천구 독산로 362 (독산동)","08547","실버한방병원","20210706185923","U","2020-12-07 00:08:00.0","한방병원","191453.803581813","441879.189417626","","","","","","","","","","","","","","","",""
"3180000","PHMA220013180034021200006","20011029","","03","폐업","03","폐업","","","","","02-2635-2809","","","서울특별시 영등포구 당산동3가   386-3","","","영등포병원","20081218184441","I","2018-08-31 23:59:59.0","병원","","","병원","0","0","0","0","101","내과","","","","0","0","","","0",""
"3080000","PHMA220013080033021200002","20010528","","03","폐업","03","폐업","20100625","","","","02-981-2807","","142804","서울특별시 강북구 송중동 71번지 1호","서울특별시 강북구 도봉로 52 (미아동)","","밀레니엄치과병원","20100625114152","I","2018-08-31 23:59:59.0","치과병원","202615              ","456822              ","치과병원","4","0","0","320.57","201 202 203 204 205 206 207 208 209 210","예방치과 구강병리과 구강악안면방사선과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과","","","","0","0","","","0",""
"3080000","PHMA220093080033021200001","20090814","","01","영업/정상","13","영업중","","","","","02-992-5200","","142883","서울특별시 강북구 인수동 521-57 59호","서울특별시 강북구 삼각산로 20 (수유동)","01019","현인요양병원","20210727090559","U","2020-12-06 22:09:00.0","요양병원(일반요양병원)","200518.731280897","459583.584863602","","","","","","","","","","","","","","","",""
"3160000","PHMA220003160034021200003","20000209","","01","영업/정상","13","영업중","","","","","02-2067-1500","","","서울특별시 구로구 고척동 76번지 189호 구로성심병원","서울특별시 구로구 경인로 427 구로성심병원 (고척동)","08223","구로성심병원","20201218145449","U","2019-11-01 22:00:00.0","종합병원","188114.404383349","444166.198422671","","","","","","","","","","","","","","","",""
"3070000","PHMA220013070034021200001","20010622","","03","폐업","03","폐업","20130319","","","","02-6221-2828","","","서울특별시 성북구 동선동1가 114-1 플라망스타워","서울특별시 성북구 동소문로 118 플라망스타워 15011502호 (동선동1가)","02845","예스치과병원","20201214144924","U","2019-11-01 23:06:00.0","치과병원","201536.883548815","454556.210968626","","","","","","","","","","","","","","","",""
"3180000","PHMA220003180034021200007","19740924","","01","영업/정상","13","영업중","","","","","02-829-9000","","","서울특별시 영등포구 대림동 978번지 13호","서울특별시 영등포구 시흥대로 657 (대림동 대림성모병원)","07442","대림성모병원","20210112154552","U","2020-11-30 23:04:00.0","종합병원","191713.448635499","443157.388663332","","","","","","","","","","","","","","","",""
"3080000","PHMA220073080033021200003","20070823","","03","폐업","03","폐업","20090803","20090724","20100124","","02-992-5200","","142883","서울특별시 강북구 수유동 521번지 57호","서울특별시 강북구 삼각산로 20 (수유동)","","감인노인전문병원","20090804091109","I","2018-08-31 23:59:59.0","요양병원(노인병원)","200518.731280897    ","459583.584863602    ","요양병원(노인병원)","5","7","40","718.54","101 102","신경과 내과","","","","0","0","","","0",""
"3080000","PHMA220113080033021200001","20110211","","03","폐업","03","폐업","20151215","","","","02-907-7002","","142868","서울특별시 강북구 번1동 461번지 68호","서울특별시 강북구 한천로 1002 (번동)","01058","새한빛병원","20190829145003","U","2019-08-31 02:40:00.0","병원","202582.466293771    ","459530.486138019    ","병원","13","22","147","1780.38","101 103 122","가정의학과 정신건강의학과 내과","","","","0","0","","","0",""
"3080000","PHMA219983080033021200001","19981015","","03","폐업","03","폐업","20140729","","","","02-980-1181","","142809","서울특별시 강북구 송중동 137번지 26호","서울특별시 강북구 도봉로 114 (미아동)","","서울병원","20170720111450","I","2018-08-31 23:59:59.0","병원","202523.261198591    ","457439.209508007    ","병원","5","25","66","964.74","101 104 105 114","피부과 정형외과 외과 내과","","","","0","0","","","0",""
"3080000","PHMA220073080033021200004","20070928","","04","취소/말소/만료/정지/중지","24","직권폐업","20181231","","","","02-992-5318","","","서울특별시 강북구 번동 464번지 1호","서울특별시 강북구 도봉로 388 (번동 테마빌딩)","01056","정인노인전문병원","20190705150520","U","2019-07-07 02:40:00.0","요양병원(일반요양병원)","202554.585378269    ","459895.460348106    ","요양병원(일반요양병원)","13","16","99","1410.68","101 102 109 122 301 308","침구과 한방내과 가정의학과 마취통증의학과 신경과 내과","","","","0","0","","","0",""
"3080000","PHMA220083080033021200001","20080414","","01","영업/정상","13","영업중","","","","","02-982-3114","","","서울특별시 강북구 미아동 317번지 3호 서울민병원","서울특별시 강북구 도봉로 155 서울민병원 (미아동)","01171","민병원","20200309101759","U","2020-03-11 02:40:00.0","병원","202240.855124105    ","458118.709572688    ","병원","24","14","40","1862.79","101 104 105 122 110 115 113 109","마취통증의학과 이비인후과 비뇨의학과 산부인과 가정의학과 정형외과 외과 내과","","","","0","0","","","0",""
"3080000","PHMA220073080033021200001","20070117","","01","영업/정상","13","영업중","","","","","02-988-9456~7","","","서울특별시 강북구 미아동 734번지 108호","서울특별시 강북구 삼양로 204 (미아동 효성요양병원)","01173","효성요양병원","20190705151109","U","2019-07-07 02:40:00.0","요양병원(일반요양병원)","201738.719381809    ","457742.089570552    ","요양병원(일반요양병원)","20","24","133","2305.57","101 102 109 115 122 120 301","한방내과 재활의학과 가정의학과 비뇨의학과 마취통증의학과 신경과 내과","","","","0","0","","","0",""
"3080000","PHMA220073080033021200002","20070801","","01","영업/정상","13","영업중","","","","","02-986-9988","","","서울특별시 강북구 미아동 189번지 6호 포근한노인전문병원","서울특별시 강북구 도봉로 266 (미아동)","01128","포근한요양병원","20191203160510","U","2019-12-05 02:40:00.0","요양병원(일반요양병원)","202061.252065402    ","458882.073020606    ","요양병원(일반요양병원)","26","36","139","2750.46","101 102 103 120 122 301","한방내과 가정의학과 재활의학과 정신건강의학과 신경과 내과","","","","0","0","","","0",""
"3150000","PHMA220193150037021200003","20190618","","01","영업/정상","13","영업중","","","","","02-333-5151","","","서울특별시 강서구 마곡동 797 에이스타워 마곡","서울특별시 강서구 공항대로 237 에이스타워 마곡 3456층 (마곡동)","07803","에스앤유서울병원","20210806163708","U","2020-12-08 00:08:00.0","병원","","","","","","","","","","","","","","","","","",""
"3080000","PHMA220193080033021200001","20191015","","01","영업/정상","13","영업중","","","","","029879988","","","서울특별시 강북구 번동 105번지 1호","서울특별시 강북구 월계로 183 (번동)","01231","꿈의숲요양병원","20210824100154","U","2020-12-07 22:06:00.0","요양병원(일반요양병원)","203895.660018622","457580.999858684","","","","","","","","","","","","","","","",""
"3090000","PHMA220093090033021200001","20091109","","01","영업/정상","13","영업중","","","","","02-1899-2226","","","서울특별시 도봉구 창동 650-46 강북힘찬병원","서울특별시 도봉구 도봉로 446 강북힘찬병원 (창동)","01459","의료법인 상원의료재단 강북힘찬병원","20210906142154","U","2020-12-09 00:08:00.0","병원","202877.044270305","460368.674382853","","","","","","","","","","","","","","","",""
"3080000","PHMA220123080033021200001","20121012","","01","영업/정상","13","영업중","","","","","02-6222-1000","","142878","서울특별시 강북구 수유동 188번지 1호 광산타워","서울특별시 강북구 한천로 1083 수유동 (수유동 광산타워)","01070","강북우리들병원","20190705181054","U","2019-07-07 02:40:00.0","병원","201930.770048587    ","460020.981733386    ","병원","48","17","83","5381.78","106 109 116 101","내과 영상의학과 마취통증의학과 신경외과","","","","0","0","","","0",""
"3080000","PHMA220163080033021200001","20161212","","01","영업/정상","13","영업중","","","","","02-900-7006","","","서울특별시 강북구 번동 461-68 북서울요양병원","서울특별시 강북구 한천로 1002 북서울요양병원 (번동)","01058","북서울요양병원","20201130184106","U","2019-11-02 00:02:00.0","요양병원(일반요양병원)","202582.466293771","459530.486138019","","","","","","","","","","","","","","","",""
"3180000","PHMA220153180034021200004","20151214","","01","영업/정상","13","영업중","","","","","02-2098-8000","","","서울특별시 영등포구 신길동 505번지 2층~7층","서울특별시 영등포구 여의대방로 145 2~7층 (신길동 세인트빌딩)","07392","서울바른병원","20210105075317","U","2020-12-01 00:07:00.0","병원","192857.928262332","444236.200769671","","","","","","","","","","","","","","","",""
"3050000","PHMA220083050034021200002","20080918","","01","영업/정상","13","영업중","","","","","02-962-1123","","","서울특별시 동대문구 답십리동 497번지 66호","서울특별시 동대문구 천호대로 259-1 (답십리동)","02603","효림요양병원","20210524094026","U","2020-12-04 22:06:00.0","요양병원(일반요양병원)","204432.565250342","451818.712665463","","","","","","","","","","","","","","","",""
"3080000","PHMA219943080033021200001","19940221","","01","영업/정상","13","영업중","","","","","02-901-1700","","","","서울특별시 강북구 삼각산로 58 (수유동 국립재활원)","01022","국립재활원","20200224211415","U","2020-02-26 02:40:00.0","병원","200868.4734049      ","459614.353526648    ","병원","128","56","264","65284.43","408 308 306 301 122 120 116 115 113 112 110 103 101","내과 정신건강의학과 산부인과 안과 이비인후과 비뇨의학과 영상의학과 재활의학과 가정의학과 한방내과 한방재활의학과 침구과 구강내과","","","","0","0","","","0",""
"3080000","PHMA219953080033021200001","19950720","","01","영업/정상","13","영업중","","","","","02-996-2828","","","서울특별시 강북구 번동 418번지 1호","서울특별시 강북구 도봉로 358 (번동 코스타타워)","01063","경희치과병원","20170905183759","I","2018-08-31 23:59:59.0","치과병원","202343.387488819    ","459654.425206785    ","치과병원","6","0","0","232.12","411 409 408 407 406 405 404 403 402","구강악안면외과 치과보철과 치과교정과 소아치과 치주과 치과보존과 구강내과 영상치의학과 예방치과","","","","0","0","","","0",""
"3080000","PHMA219823080033021200001","19820329","","01","영업/정상","13","영업중","","","","","02-903-3232","","","서울특별시 강북구 수유동 45번지 7호","서울특별시 강북구 도봉로 301 (수유동 대한병원)","01081","의료법인성화의료재단  대한병원","20190705204303","U","2019-07-07 02:40:00.0","종합병원","201952.090791867    ","459227.557988451    ","종합병원","63","41","201","6310.35","411 410 409 408 407 406 405 404 403 402 120 119 116 110 109 106 105 104 101","내과 외과 정형외과 신경외과 마취통증의학과 산부인과 영상의학과 진단검사의학과 재활의학과 구강악안면외과 치과보철과 치과교정과 소아치과 치주과 치과보존과 구강내과 영상치의학과 구강병리과 예방치과","","","","0","0","","","0",""
"3080000","PHMA219823080033021200002","19820522","","01","영업/정상","13","영업중","","","","","02-903-5121","","142891","서울특별시 강북구 수유동 47번지 7호 (47-789)","서울특별시 강북구 덕릉로 73 (수유동)","01081","신일병원","20190705174652","U","2019-07-07 02:40:00.0","병원","201857.42791954     ","459159.097004897    ","병원","11","21","48","1321","101 104 109 105 115","비뇨의학과 정형외과 마취통증의학과 외과 내과","","","","0","0","","","0",""
"3080000","PHMA220013080033021200001","20010306","","03","폐업","03","폐업","20120121","20110722","20120121","","02-995-1025","","142891","서울특별시 강북구 인수동 45번지 7호","서울특별시 강북구 도봉로 301 (수유동)","","의료법인성화의료재단대한한방병원","20150624133408","I","2018-08-31 23:59:59.0","한방병원","201952.090791867    ","459227.557988451    ","한방병원","3","7","30","349.66","301 302 303 304 305 308","침구과 한방신경정신과 한방안?이비인후?피부과 한방소아과 한방부인과 한방내과","","","","0","0","","","0",""
"3090000","PHMA220123090033021200002","20120918","","03","폐업","03","폐업","20140728","","","","02-955-5545","","132854","서울특별시 도봉구 방학동 719번지 3호 렉시온프라자 305-308호","서울특별시 도봉구 도봉로152길 26 (방학동 렉시온프라자 305-308호)","132854","슈바이처치과병원","20140728173916","I","2018-08-31 23:59:59.0","치과병원","203922.041712071    ","462985.339920532    ","치과병원","1","0","0","295.53","403 203 407 406 405","소아치과 치주과 치과보존과 치과교정과 치과보철과","","","","0","0","","","0",""
"3090000","PHMA220083090033021200001","20080108","","03","폐업","03","폐업","20090701","","","","02-990-5900","","132863","서울특별시 도봉구 쌍문2동 80-70","","","굿모닝병원","20090701180909","I","2018-08-31 23:59:59.0","병원","","","병원","2","0","80","945","103 101 104 116","영상의학과 외과 내과 정신건강의학과","","","","0","0","","","0",""
"3090000","PHMA220103090033021200001","20100302","","03","폐업","03","폐업","20150715","","","","1577-1173","","132890","서울특별시 도봉구 쌍문1동 508번지 1호","서울특별시 도봉구 삼양로 610 (쌍문동)","132890","우이새길요양병원","20150715105401","I","2018-08-31 23:59:59.0","요양병원(일반요양병원)","201167.086526829    ","461671.469939607    ","요양병원(일반요양병원)","3","23","185","2706.65","101 122 106 104 301","한방내과 외과 신경외과 가정의학과 내과","","","","0","0","","","0",""
"3090000","PHMA220133090033021200001","20130719","","01","영업/정상","13","영업중","","","","","02-900-5513","","","","서울특별시 도봉구 도봉로 639 56층 (쌍문동)","01391","정요양병원","20210402105132","U","2020-12-04 00:04:00.0","요양병원(일반요양병원)","203622.893166335","462131.666721357","","","","","","","","","","","","","","","",""
"3230000","PHMA220073230034021201566","20070430","","01","영업/정상","13","영업중","","","","","02-421-7100","","","서울특별시 송파구 삼전동 38-5","서울특별시 송파구 삼전로2길 11 (삼전동)","05594","강남수병원","20210524092828","U","2020-12-04 22:06:00.0","병원","207674.796529696","444581.846934456","","","","","","","","","","","","","","","",""
"3230000","PHMA220213230034021200001","20210225","","01","영업/정상","13","영업중","","","","","02-1670-9111","","","서울특별시 송파구 거여동 604 지하1층 5~12층","서울특별시 송파구 위례서로 248 지하1층 5~12층 (거여동)","05790","서울세계로병원","20210809175031","U","2020-12-07 23:01:00.0","병원","","","","","","","","","","","","","","","","","",""
"3080000","PHMA220143080033021200001","20141121","","03","폐업","03","폐업","20210831","20210728","20210831","","6927-9119","","142100","서울특별시 강북구 미아동 137번지 26호","서울특별시 강북구 도봉로 114 (미아동)","01164","서울좋은병원","20210831104155","U","2020-12-09 00:02:00.0","병원","202523.261198591","457439.209508007","","","","","","","","","","","","","","","",""
"3090000","PHMA220113090033021200001","20110808","","03","폐업","03","폐업","20190528","","","","02-3492-7888","","","서울특별시 도봉구 방학동 677번지 11호","서울특별시 도봉구 방학로3길 13 (방학동 상곡빌딩)","01390","(사)한국지체장애인협회 새보람요양병원","20190729170731","U","2019-07-31 02:40:00.0","요양병원(일반요양병원)","203554.863112547    ","462195.079384745    ","요양병원(일반요양병원)","9","8","73","963.77","101 102 105 122 301 302 303 304 305 306 307 308 309","내과 신경과 정형외과 가정의학과 한방내과 한방부인과 한방소아과 한방안?이비인후?피부과 한방신경정신과 한방재활의학과 사상체질과 침구과 한방응급과","","","","0","0","","","0",""
"3080000","PHMA220103080033021200001","20100324","","01","영업/정상","13","영업중","","","","","02-994-1156","","","서울특별시 강북구 번동 463번지 44호","서울특별시 강북구 도봉로 374 (번동 서울현대병원)","01056","서울현대병원","20210510173233","U","2020-12-04 23:02:00.0","병원","202451.867599327","459765.521965024","","","","","","","","","","","","","","","",""
"3090000","PHMA220153090033021200001","20150813","","01","영업/정상","13","영업중","","","","","02-990-2999","","","서울특별시 도봉구 쌍문동 508번지 1호","서울특별시 도봉구 삼양로 610 지하1층층 지상1234호 (쌍문동 산수디앤씨)","01366","베이직병원","20210310163338","U","2020-12-02 23:02:00.0","병원","201167.086526829","461671.469939607","","","","","","","","","","","","","","","",""
"3090000","PHMA220053090033021200001","20050502","","01","영업/정상","13","영업중","","","","","02-999-9100","","132893","서울특별시 도봉구 쌍문동 657번지 예일빌딩5층","서울특별시 도봉구 도봉로 569 5층 (쌍문동 준우빌딩)","01432","로덴성문치과병원","20190806145619","U","2019-08-08 02:40:00.0","치과병원","203334.767507709    ","461499.945330147    ","치과병원","1","0","0","310","201 202 203 204 205 206 207 208 209 210","구강악안면외과 치과보철과 치과교정과 소아치과 치주과 치과보존과 구강내과 구강악안면방사선과 구강병리과 예방치과","","","","0","0","","","0",""
"3030000","PHMA220173030033021200001","20170106","","03","폐업","03","폐업","20201201","","","","02-2281-6636","","","","서울특별시 성동구 왕십리로 382 (하왕십리동)","04715","서울동인병원","20201130170112","U","2019-11-02 00:02:00.0","병원","202403","451418","","","","","","","","","","","","","","","",""
"3090000","PHMA220073090033021200002","20071005","","03","폐업","03","폐업","20190115","","","","02-990-3001","","132890","서울특별시 도봉구 쌍문1동 507-1","서울특별시 도봉구 삼양로 600 (쌍문동)","01366","조이요양병원","20190729170640","U","2019-07-31 02:40:00.0","요양병원(일반요양병원)","201155.771526165    ","461587.609427955    ","요양병원(일반요양병원)","22","26","199","3675","101 122 120 102 113 306 301 308 105","내과 신경과 정형외과 이비인후과 재활의학과 가정의학과 한방내과 한방재활의학과 침구과","","","","0","0","","","0",""
"3100000","PHMA220083100034021200003","20080801","","04","취소/말소/만료/정지/중지","24","직권폐업","20140827","","","","914-2000","","139841","서울특별시 노원구 월계1동 50번지 1호 30호","서울특별시 노원구 화랑로 323 (월계동30호)","","의선의료재단 선한이웃병원","20140902085946","I","2018-08-31 23:59:59.0","병원","205548.23208928     ","456950.152059544    ","병원","48","42","173","7960.08","101 104 111 105 106 122 120 116 119 109","마취통증의학과 진단검사의학과 영상의학과 재활의학과 가정의학과 신경외과 정형외과 소아청소년과 외과 내과","","","","0","0","","","0",""
"3090000","PHMA220123090033021200001","20120727","","01","영업/정상","13","영업중","","","","","951-0552","","132853","서울특별시 도봉구 방학동 703번지 14호","서울특별시 도봉구 도봉로 683 567층 (방학동)","01340","성모샘병원","20201104173944","U","2019-11-01 00:06:00.0","병원","203651.208011649","462576.540812657","","","","","","","","","","","","","","","",""
"3090000","PHMA220083090033021200003","20080317","","01","영업/정상","13","영업중","","","","","02-942-8000","","132926","서울특별시 도봉구 창5동 715번지 28호","서울특별시 도봉구 해등로 129 (창동)","01426","다나병원","20201110092655","U","2019-10-31 23:02:00.0","병원","203494.298731646","461407.057099298","","","","","","","","","","","","","","","",""
"3210000","PHMA220103210034021200001","20100412","","01","영업/정상","13","영업중","","","","","028320151","","137802","서울특별시 서초구 반포4동 44번지 3호","서울특별시 서초구 서초중앙로 197 (반포동)","06593","강남요양병원","20210621181049","U","2020-12-05 22:03:00.0","요양병원(일반요양병원)","200998.469243492","444131.025461031","","","","","","","","","","","","","","","",""
"3060000","PHMA220063060034021200008","20060427","","01","영업/정상","13","영업중","","","","","02-2036-0200","","131802","서울특별시 중랑구 망우본동 227번지","서울특별시 중랑구 양원역로 38 (망우동)","02062","서울특별시 북부병원","20210806155126","U","2020-12-08 00:08:00.0","병원","209440.492707431","455783.882625987","","","","","","","","","","","","","","","",""
"3030000","PHMA220203030033021200001","20020419","","01","영업/정상","13","영업중","","","","","070-7609-9252","","","서울특별시 성동구 하왕십리동 1070-3","서울특별시 성동구 왕십리로 382 (하왕십리동)","04701","재단법인베스티안재단베스티안서울병원","20210330142442","U","2020-12-04 00:01:00.0","병원","204994.18203063","443986.195219547","","","","","","","","","","","","","","","",""
"3090000","PHMA220163090033021200001","20160629","","01","영업/정상","13","영업중","","","","","02-2039-5099","","","서울특별시 도봉구 쌍문동 503번지 8호","서울특별시 도봉구 삼양로 574 2~5층 (쌍문동)","01368","서울사랑요양병원","20210804154432","U","2020-12-08 00:06:00.0","요양병원(일반요양병원)","201098.761383515","461327.62658561","","","","","","","","","","","","","","","",""
"3180000","PHMA220203180034021200001","20201222","","01","영업/정상","13","영업중","","","","","02-6951-1192","","","서울특별시 영등포구 문래동6가 2-1","서울특별시 영등포구 선유로 51 파인그라드빌딩 b1~8층 (문래동6가)","07281","서울삼성요양병원","20210506180229","U","2020-12-05 00:08:00.0","요양병원(일반요양병원)","190094.718810574","446267.346676491","","","","","","","","","","","","","","","",""
"3240000","PHMA220203240033021200003","20201229","","01","영업/정상","13","영업중","","","","","02-2045-9000","","","서울특별시 강동구 고덕동 297-1 원케어메디컬타운","서울특별시 강동구 고덕로 295-60 원케어메디컬타운 (고덕동)","05225","서울숲요양병원","20210802110543","U","2020-12-08 00:04:00.0","요양병원(일반요양병원)","214041.185642466","450689.564473792","","","","","","","","","","","","","","","",""
"3130000","PHMA220203130033021200001","20200207","","01","영업/정상","13","영업중","","","","","02-333-3300","","","","서울특별시 마포구 양화로 119 디키즈코리아 B1~6층 (서교동)","04032","메디람한방병원","20210830092234","U","2020-12-09 00:01:00.0","한방병원","192845.169556615","450236.962182002","","","","","","","","","","","","","","","",""
"3190000","PHMA219913190033021200001","19911116","","01","영업/정상","13","영업중","","","","","02-870-2114","","156707","서울특별시 동작구 신대방동 425번지","서울특별시 동작구 보라매로5길 20 (신대방동)","07061","서울특별시보라매병원","20210823111027","U","2020-12-07 22:05:00.0","종합병원","193235.493966882","443510.420778415","","","","","","","","","","","","","","","",""
"3200000","PHMA220203200033021200001","20201222","","01","영업/정상","13","영업중","","","","","02-878-8875","","","서울특별시 관악구 신림동 1638-1 삼모 더 프라임 타워","서울특별시 관악구 신원로 35 삼모 더 프라임 타워 37층 (신림동)","08776","바른사랑병원","20210108145011","U","2020-11-30 23:00:00.0","병원","193643.274303943","442230.03574985","","","","","","","","","","","","","","","",""
"3100000","PHMA220103100034021200002","20100531","","03","폐업","03","폐업","20180601","","","","949-3800","","","서울특별시 노원구 하계동 256번지 12호 2346층","서울특별시 노원구 노원로 246 2346층 (하계동 욱현하이브)","01750","서울휴먼요양병원","20180601173902","I","2018-08-31 23:59:59.0","요양병원(일반요양병원)","206472.186226874    ","459704.88566949     ","요양병원(일반요양병원)","11","16","104","1159.64","101 104 122 107","흉부외과 가정의학과 외과 내과","","","","0","0","","","0",""
